Plant,Root Type,Stem / Growth Form,Leaf Traits,Reproductive Traits,Stress Tolerance,Special Adaptations,Vegetable,Common Name,Fruit,Medicinal Plant,Commercial Crop,Ornamental Plant,Fodder Crop,Miscellaneous Use
Vigna trilobata              ,"Taproot, fibrous       ","Annual/perennial climber, up to 2m  ","Trifoliate, 5-10cm long, ovate              ",Yellow flowers; pods with seeds                 ,Drought-tolerant; tropical climates           ,Three-lobed leaves for light capture           ,0,Vigna trilobata              ,0,0,0,0,0,0
Vigna trinervia              ,"Taproot, fibrous       ","Annual/perennial climber, up to 2m  ","Trifoliate, 5-10cm long, ovate              ",Yellow flowers; pods with seeds                 ,Drought-tolerant; nitrogen-fixing             ,Three-veined leaves for water transport        ,0,Vigna trinervia              ,0,0,0,0,0,0
Vigna vexillata              ,"Taproot, fibrous       ","Perennial climber, up to 2.5m       ","Trifoliate, 5-12cm long, ovate              ",Purple flowers; pods with seeds                 ,Drought-tolerant; heat-tolerant               ,Tuberous roots for storage                     ,0,Vigna vexillata              ,0,0,0,0,0,0
Vigna wightii                ,"Taproot, fibrous       ","Annual/perennial climber, up to 2m  ","Trifoliate, 5-10cm long, ovate              ",Yellow flowers; pods with seeds                 ,Drought-tolerant; endemic to India            ,Local adaptation; seed yield                   ,0,Vigna wightii                ,0,0,0,0,0,0
Zingiber cassumunar          ,Rhizomatous            ,"Perennial herb, up to 1.2m, leafy   ","Lanceolate, 15-30cm long, aromatic          ",Cone-like spikes; seeds rare; rhizome propagation ,Shade-tolerant; humid tropics                 ,Medicinal rhizome; rapid growth                ,0,Zingiber cassumunar          ,0,0,0,0,0,0
Zingiber rubens              ,Rhizomatous            ,"Perennial herb, up to 1m, leafy     ","Lanceolate, 15-25cm long, aromatic          ",Cone-like spikes; seeds rare; rhizome propagation ,Shade-tolerant; humid conditions              ,Red rhizome for ornamental use                 ,0,Zingiber rubens              ,0,0,0,0,0,0
Zingiber zerumbet            ,Rhizomatous            ,"Perennial herb, up to 1.2m, leafy   ","Lanceolate, 15-30cm long, aromatic          ",Cone-like spikes; seeds rare; rhizome propagation ,Shade-tolerant; humid tropics                 ,Shampoo ginger; aromatic rhizome               ,0,Zingiber zerumbet            ,0,0,0,0,0,0
Calopogonium mucunoides     ,"Dense and shallow, up to 50 cm deep ","Vigorous annual or short-lived perennial, trailing/creeping/twining, several meters long, forms dense tangled mass 30-50 cm deep; stems succulent, hairy ","Alternate, stipulate, trifoliate with broadly elliptical, pubescent leaflets; lateral leaflets asymmetric ","Blooms and fruits seasonally (e.g., Aug-Dec in India); propagated by seed; pods containing seeds ","Tolerant of stagnant water; prefers humid tropics, clay soils pH 4.5-5, high Al; not salinity tolerant; rainfall >1250 mm, temp 18-36°C; short dry periods ok but not drought tolerant ",Nitrogen-fixing; aggressive growth with allelopathy; used as cover crop/green manure; can become weed in humid tropics ,0,Calopogonium mucunoides     ,0,0,0,0,0,0
Centrosema pubescens        ,"Shallow, up to 30 cm, with Rhizobium nodules ","Perennial herb, stems grow/branch rapidly, dense mass; non-woody until 18 months; height up to 45 cm ","Trifoliate, elliptical leaflets 4x3.5 cm; dark-green glabrous above, whitish tomentose below ",Pale violet flowers in racemes; pods 7.5-15 cm with up to 20 spherical 4 mm dark brown seeds; short-day; seed propagation with scarification ,"Highly drought tolerant (deep roots); endures waterlogging/flooding/shade; adaptable to poor/nutrient-rich soils, acid/high Al ok; not cold tolerant ","Nitrogen fixation up to 46 kg/ha; weed suppression via dense cover; adaptable to sandy-clay soils pH 4.9-5.5, high Mn; yields 80% under shade ",0,Centrosema pubescens        ,0,0,0,0,0,0
Mucuna bracteata            ,Not specified         ,"Creeping, rapid growth; height 30-50 cm off ground ",Green foliage with leguminous nodules producing fixed N ,"Seeds 90-190 mg, black, durable but insect-susceptible pre-germination ",Temp 20-35°C (avg 28°C); high humidity/consistent rainfall; resists most insects/cattle via phenolic acids ,"Nitrogen regulation/fixation; cover crop in plantations (rubber/oil palm/citrus/coconut); shields soil, prevents erosion, enhances aeration/water retention; growth 10-15 cm/day ",0,Mucuna bracteata            ,0,0,0,0,0,0
Pueraria phaseoloides       ,"Deep, with subtuberous structures ","Perennial twining herb, stems up to 30 cm/day, elongate to 20 m; forms tangled mats >0.5 m deep ","Large trifoliate; leaflets oval/triangular, 2x2 to 20x15 cm ",Vegetative (vines root at soil) or generative (epigeal germination); mauve-purple flowers in racemes; pods 4-11 cm hairy with 10-20 squarish 3x2 mm black/brown seeds ,"Short dry periods ok but not drought tolerant; pH 4.3-8, acid ok; reduced shade tolerance; temp 22.1-27.4°C, colder reduces growth ","Deep roots improve soil structure/prevent erosion; high N accumulation via symbiotic fixation, responsive to P; can become invasive due to fast growth/seed distribution ",0,Pueraria phaseoloides       ,0,0,0,0,0,0
Paspalum scrobiculatum ,"Fibrous, shallow       ","Annual grass, erect up to 1m, tillering culms ","Linear, flat to folded, 15-50cm long, 3-10mm wide, glabrous ",Spike-like racemes in panicles; self-pollinating; small caryopses ,Drought-tolerant; saline-tolerant; poor soils; heat-tolerant; 20-40°C ,C4 photosynthesis; weedy growth; iron-efficient; gluten-free grain ,0,Paspalum scrobiculatum ,0,0,0,0,0,0
Panicum sumatrense     ,"Fibrous, shallow       ","Annual bunch grass, erect up to 1m, slender culms ","Linear-lanceolate, 10-30cm long, 2-5mm wide, glabrous or hairy ",Spike-like racemes; self-pollinating; small seeds ,Drought-tolerant; heat-tolerant; poor nutrient soils; 25-35°C ,Rapid maturation (60-90 days); tillering for yield; low glycemic index ,0,Panicum sumatrense     ,0,0,0,0,0,0
Zea mays               ,"Fibrous, extensive     ","Annual monoecious grass, tall up to 4m, solid culms ","Broad linear, alternate, 50-100cm long, 5-10cm wide, sword-shaped ",Monoecious tassel (male) and ear (female); wind-pollinated; kernels on cob ,Moderate drought; heat-tolerant; frost-sensitive; wide pH; high input needs ,"C4 photosynthesis; hybrid vigor; versatile uses (grain, silage); deep roots in varieties ",0,Zea mays               ,0,0,0,0,0,0
Pennisetum glaucum     ,"Fibrous, deep          ","Annual tall grass, erect up to 3m, robust culms ","Linear, flat to folded, 30-100cm long, 1-4cm wide, waxy bloom ",Cylindrical spike with bristles; self-pollinating; small caryopses ,Extreme drought-tolerant; heat-tolerant (up to 45°C); saline/alkaline soils; low fertility ,C4 pathway; CAM-like in stress; pearl-like grains; fodder dual-purpose ,0,Pennisetum glaucum     ,0,0,0,0,0,0
Panicum miliaceum      ,"Fibrous, shallow       ","Annual grass, erect up to 1.5m, branched culms ","Linear, 20-50cm long, 5-15mm wide, glabrous ",Dense cylindrical panicles; self-pollinating; small seeds ,Drought-tolerant; heat-tolerant; cold-tolerant; poor soils; 15-35°C ,Fast-growing (60-100 days); bird-resistant; high lysine content; multi-harvest ,0,Panicum miliaceum      ,0,0,0,0,0,0
Oryza sativa           ,"Fibrous, shallow       ","Annual semi-aquatic grass, erect up to 1.75m, hollow culms ","Linear-lanceolate, alternate, sheathing, 20-100cm long, 5-20mm wide ",Panicle with spikelets; self-pollinating; short-day varieties; caryopses ,Flood-tolerant (aerenchyma); moderate drought (upland); 20-35°C; acidic to neutral soils ,C3 photosynthesis; tillering; photoperiod sensitivity; indica/japonica types ,0,Oryza sativa           ,0,0,0,0,0,0
Sorghum bicolor        ,"Fibrous, deep          ","Annual tall grass, erect up to 4m, solid culms ","Linear, 30-120cm long, 2-5cm wide, waxy, rolled in dry conditions ",Panicle compact/diffuse; self-pollinating; grains in glumes ,Drought-tolerant; heat-tolerant (up to 40°C); saline-tolerant; low fertility ,C4 photosynthesis; stay-green trait; cyanogenic glucosides defense; biofuel potential ,0,Sorghum bicolor        ,0,0,0,0,0,0
Triticum dicoccum      ,"Fibrous, extensive     ","Annual grass, erect up to 1.5m, hollow culms ","Linear, flat, 20-40cm long, 5-15mm wide, auricles ",Spike compact; self-pollinating; hulled grains ,Cold-tolerant; moderate drought; fertile loamy soils; 10-30°C ,Hulled emmer wheat; high protein/gluten; rust-resistant; ancient diploid tetraploid hybrid ,0,Triticum dicoccum      ,0,0,0,0,0,0
Salvia hispanica            ,Fibrous           ,"Annual herb, erect up to 1.75m ","Opposite, 4–8 cm long, 3–5 cm wide, aromatic with essential oils ",Purple/white flowers in spikes; short-day; hydrophilic seeds ,Moderate drought; well-drained soils; zones 9-12; frost-sensitive ,Mucilaginous seed coating for water retention; insect-repellent oils ,0,Salvia hispanica            ,0,0,0,0,0,0
Amaranthus caudatus         ,Taproot           ,"Herbaceous annual, erect up to 2.5m ",Broad-leaved                             ,Long panicles up to 90cm; self-pollinating; small seeds ,Drought-tolerant; full sun; altitudes up to 3100m; pH 6-7 ,C4 photosynthesis; short-day; high altitude adaptation ,0,Amaranthus caudatus         ,0,0,0,0,0,0
Amaranthus hypochondriacus  ,Taproot           ,"Vigorous upright annual, 40–200 cm tall ","Simple, alternate, rhombic-ovate to lanceolate, 4–12 cm long, 2–7 cm wide ",Dense catkin inflorescences; purplish-red/yellow-green flowers; dry fruits with seeds ,Well-drained soils; full sun; zones 3-10 ,Susceptible to aphids; adaptable to temperate regions ,0,Amaranthus hypochondriacus  ,0,0,0,0,0,0
Chenopodium quinoa          ,Taproot           ,"Annual, 1–2 m tall, woody central stem ","Broad, powdery, hairy, lobed, alternate ",Panicles with small flowers; mostly self-fertilizing; 2mm seeds ,Saline/nutrient-poor soils; drought; -4°C to 35°C; high elevations to 4000m ,Bitter saponins deter herbivores; betalains for pollination; osmotic adjustment for salinity ,0,Chenopodium quinoa          ,0,0,0,0,0,0
Cymbopogon nardus     ,"Fibrous, stout rootstock ","Clump-forming perennial grass, erect up to 2.5m ","Long, narrow, sharp, aromatic   ",Produces seeds; perennial            ,"Tropical climate, moderate drought",Essential oil with insect-repelling properties ,0,Cymbopogon nardus     ,0,0,1,0,0,0
Eucalyptus citriodora ,"Lignotuber, woody      ","Tall tree, 25-50m, smooth bark ","Narrow lance-shaped, glossy green, lemon-scented ",Flowers white in groups; woody fruit with seeds ,"Drought-tolerant, frost-tolerant, wide temperature range ",Lemon-scented essential oil for repellents   ,0,Eucalyptus citriodora ,0,0,1,0,0,0
Cymbopogon flexuosus  ,Rhizomatous            ,"Clump-forming perennial grass, erect up to 3m ","Long, narrow, lemon-scented     ",Produces flowers and seeds           ,"Prefers warm, humid; sensitive to water stress ",Essential oil for culinary and medicinal use ,0,Cymbopogon flexuosus  ,0,0,1,0,0,0
Cymbopogon martinii   ,"Rhizomatous, woody     ","Tufted perennial grass, erect culms up to 3m ","Long, narrow, aromatic          ",Flowers after 3 months; multiple harvests ,"Drought-tolerant, heat-tolerant   ","Palmarosa oil with rose scent, antifungal, repellent ",0,Cymbopogon martinii   ,0,0,1,0,0,0
Santalum album        ,"Parasitic, with haustoria ","Small evergreen tree, 4-9m, upright to sprawling ","Thin, opposite, ovate-lanceolate, shiny green ",Flowers after 7 years; fruit bird-dispersed ,"Dry forests, 0-38°C, 500-3000mm rain ",Fragrant heartwood oil; parasitic on hosts    ,0,Santalum album        ,0,0,1,0,0,0
Chrysopogon zizanioides ,"Fibrous, deep 2-4m   ","Perennial bunchgrass, erect up to 3m ","Long, thin, rigid up to 300cm   ","Vegetative offsets, often sterile; flowers brownish-purple ","Drought, flooding, salinity, wide pH, frost, fire ",Soil binding for erosion control; termite repellent ,0,Chrysopogon zizanioides ,0,0,0,0,0,0
Cananga odorata       ,"Shallow, fibrous       ","Fast-growing tree up to 12m, drooping branches ","Pinnate, glossy, oval pointed, 13-21cm ",Fragrant drooping flowers; fruit bird-dispersed ,"Prefers acidic soils, full sun; sensitive to cold ",Highly fragrant ylang-ylang oil for perfume  ,0,Cananga odorata       ,0,0,1,0,0,0
Annona squamosa ,"Fibrous, shallow      ","Shrub-like, erect    ","Broad, glossy leaves      ",Produces many seeds in fruit    ,Moderate drought            ,Fruit pulp stores nutrients          ,0,Annona squamosa ,1,0,0,0,0,0
Aporosa lindleyana ,"Fibrous, moderate   ",Small tree/shrub     ,"Oval, medium-sized leaves ",Produces small seeds            ,Shade-tolerant              ,Adapts to understory conditions      ,0,Aporosa lindleyana ,1,0,0,0,0,0
Baccaurea courtallensis ,"Fibrous, deep    ",Small tree           ,"Broad, leathery leaves    ",Produces small seeds            ,Moderate drought            ,Fruit protects seeds from desiccation,0,Baccaurea courtallensis ,1,0,0,0,0,0
Carissa carandas ,"Taproot, shallow     ","Shrub-like, thorny   ","Small, thick leaves       ",Produces berries with seeds     ,Drought-tolerant            ,Thorns deter herbivores              ,0,Carissa carandas ,1,0,0,0,0,0
Citrus grandis   ,"Fibrous, extensive    ",Small tree           ,"Large, glossy leaves      ",Produces many seeds in fruit    ,Heat-tolerant               ,Thick rind protects fruit            ,0,Citrus grandis   ,1,0,0,0,0,0
Citrus limon     ,"Fibrous, shallow      ","Shrub-like, erect    ","Oval, aromatic leaves     ",Produces seeds in fruit         ,Moderate drought            ,Acidic fruit repels pests            ,0,Citrus limon     ,1,0,0,0,0,0
Citrus medica    ,"Fibrous, shallow      ",Small tree           ,"Thick, glossy leaves      ",Produces seeds in fruit         ,Moderate drought            ,Thick rind for storage               ,0,Citrus medica    ,1,0,0,0,0,0
Flacourtia inermis ,"Fibrous, moderate  ","Shrub-like, thorny   ","Small, oval leaves        ",Produces small seeds            ,Drought-tolerant            ,Thorns provide defense               ,0,Flacourtia inermis ,1,0,0,0,0,0
Pouteria campechiana ,"Taproot, deep     ",Small tree           ,"Large, glossy leaves      ",Produces seeds in fruit         ,Moderate drought            ,Fruit stores energy                  ,0,Pouteria campechiana ,1,0,0,0,0,0
Psidium guajava  ,"Fibrous, shallow      ","Shrub-like, spreading","Oval, aromatic leaves     ",Produces many seeds in fruit    ,Heat-tolerant               ,Fruit pulp resists rot               ,0,Psidium guajava  ,1,0,0,0,0,0
Spondias pinnata ,"Taproot, deep         ",Small tree           ,"Compound, broad leaves    ",Produces seeds in fruit         ,Drought-tolerant            ,Deep roots access water              ,0,Spondias pinnata ,1,0,0,0,0,0
Syzygium cuminii ,"Fibrous, moderate     ",Small tree           ,"Glossy, lance-shaped leaves",Produces seeds in fruit         ,Moderate drought            ,Fruit attracts seed dispersers       ,0,Syzygium cuminii ,1,0,0,0,0,0
Annona squamosa,"Fibrous, shallow","Shrub-like, erect, up to 8m","Broad, glossy, alternate, 5-17cm long",Produces many seeds in heart-shaped fruit; flowers solitary or in clusters,Moderate drought; subtropical climates,Fruit pulp stores nutrients; chemical defenses against pests,0,Annona squamosa,1,0,0,0,0,0
Aporosa lindleyana,"Fibrous, moderate depth","Small tree/shrub, up to 10m","Oval, medium-sized, simple, alternate",Produces small seeds in capsules; dioecious,Shade-tolerant; prefers humid forests,Adapts to understory conditions; latex production for defense,0,Aporosa lindleyana,1,0,0,0,0,0
Baccaurea courtallensis,"Fibrous, deep","Small tree, up to 15m","Broad, leathery, simple, alternate",Produces small seeds in berries; dioecious,Moderate drought; tropical wet forests,Fruit protects seeds from desiccation; high biodiversity adaptation,0,Baccaurea courtallensis,1,0,0,0,0,0
Carissa carandas,"Taproot, shallow","Shrub-like, thorny, up to 5m","Small, thick, opposite, 2-7cm long",Produces berries with multiple seeds; flowers in cymes,Drought-tolerant; arid and semi-arid regions,Thorns deter herbivores; edible fruit attracts dispersers,0,Carissa carandas,1,0,0,0,0,0
Citrus grandis,"Fibrous, extensive","Small tree, up to 15m","Large, glossy, unifoliolate, evergreen",Produces many seeds in large pomelo fruit; hermaphroditic flowers,Heat-tolerant; subtropical; sensitive to frost,Thick rind protects fruit; high vitamin C content for nutrition,0,Citrus grandis,1,0,0,0,0,0
Citrus limon,"Fibrous, shallow","Shrub-like, erect, up to 6m","Oval, aromatic, evergreen, 4-8cm long","Produces seeds in fruit; hermaphroditic, self-fertile",Moderate drought; wide pH tolerance; frost-sensitive,Acidic fruit repels pests; essential oils for antimicrobial properties,0,Citrus limon,1,0,0,0,0,0
Citrus medica,"Fibrous, shallow","Small tree, up to 5m","Thick, glossy, evergreen, oblong",Produces seeds in citron fruit; hermaphroditic,Moderate drought; prefers well-drained soils,Thick rind for long storage; used in traditional medicine,0,Citrus medica,1,0,0,0,0,0
Flacourtia inermis,"Fibrous, moderate","Shrub-like, thorny, up to 6m","Small, oval, simple, alternate",Produces small seeds in plum-like fruit; dioecious,Drought-tolerant; tropical climates,Thorns provide defense; rapid growth for erosion control,0,Flacourtia inermis,1,0,0,0,0,0
Pouteria campechiana,"Taproot, deep","Small tree, up to 20m","Large, glossy, simple, alternate",Produces seeds in egg-shaped fruit; hermaphroditic,Moderate drought; tropical lowlands,Fruit stores energy; latex used medicinally,0,Pouteria campechiana,1,0,0,0,0,0
Psidium guajava,"Fibrous, shallow","Shrub-like, spreading, up to 10m","Oval, aromatic, opposite, 5-15cm long",Produces many seeds in guava fruit; flowers solitary,Heat-tolerant; wide soil tolerance,Fruit pulp resists rot; high antioxidant content,0,Psidium guajava,1,0,0,0,0,0
Spondias pinnata,"Taproot, deep","Small tree, up to 20m","Compound, broad, pinnate, 15-30cm long",Produces seeds in hog plum fruit; polygamo-dioecious,Drought-tolerant; seasonal deciduous,Deep roots access water; acidic fruit for preservation,0,Spondias pinnata,1,0,0,0,0,0
Syzygium cumini,"Fibrous, moderate","Small to medium tree, up to 30m","Glossy, lance-shaped, opposite, 5-15cm long",Produces seeds in java plum fruit; hermaphroditic,Moderate drought; flood-tolerant,Fruit attracts seed dispersers; bark used medicinally,0,Syzygium cumini,0,0,0,0,0,0
Cymbopogon nardus,"Fibrous, stout rootstock","Clump-forming perennial grass, erect up to 2.5m","Long, narrow, sharp, aromatic, linear",Produces seeds; perennial via rhizomes,"Tropical climate, moderate drought; prefers sandy soils",Essential oil with insect-repelling properties (citronella),0,Cymbopogon nardus,0,0,1,0,0,0
Eucalyptus citriodora,"Lignotuber, woody","Tall tree, 25-50m, smooth bark peeling","Narrow lance-shaped, glossy green, lemon-scented, 10-20cm long",Flowers white in umbels; woody fruit capsules with seeds,"Drought-tolerant, frost-tolerant, wide temperature range (-5¡C to 40¡C)",Lemon-scented essential oil for repellents; fire-adapted bark,0,Eucalyptus citriodora,0,0,1,0,0,0
Cymbopogon flexuosus,Rhizomatous,"Clump-forming perennial grass, erect up to 3m","Long, narrow, lemon-scented, linear, 60-100cm long",Produces flowers and seeds; propagated by division,"Prefers warm, humid; sensitive to water stress and frost",Essential oil for culinary and medicinal use (lemongrass oil),0,Cymbopogon flexuosus,0,0,1,0,0,0
Cymbopogon martinii,"Rhizomatous, woody base","Tufted perennial grass, erect culms up to 3m","Long, narrow, aromatic, linear",Flowers after 3 months; multiple seed harvests; self-fertile,"Drought-tolerant, heat-tolerant; poor soils","Palmarosa oil with rose scent, antifungal, insect repellent",0,Cymbopogon martinii,0,0,1,0,0,0
Santalum album,"Parasitic, with haustoria","Small evergreen tree, 4-9m, upright to sprawling","Thin, opposite, ovate-lanceolate, shiny green, 3-8cm long",Flowers after 7 years; small purple flowers; fruit bird-dispersed,"Dry forests, 0-38¡C, 500-3000mm rain; semi-parasitic",Fragrant heartwood oil (sandalwood); parasitic on host roots for nutrients,0,Santalum album,0,0,1,0,0,0
Chrysopogon zizanioides,"Fibrous, deep (2-4m)","Perennial bunchgrass, erect up to 3m","Long, thin, rigid, up to 300cm, narrow","Vegetative offsets, often sterile; brownish-purple flower spikes","Drought, flooding, salinity, wide pH (4-8), frost, fire tolerant",Soil binding for erosion control; termite repellent (vetiver oil),0,Chrysopogon zizanioides,0,0,0,0,0,0
Cananga odorata,"Shallow, fibrous","Fast-growing tree up to 12m, drooping branches","Pinnate, glossy, oval pointed, 13-21cm long, 4-7 leaflets",Fragrant drooping green-yellow flowers; fruit bird-dispersed,"Prefers acidic soils (pH 5.5-7), full sun; sensitive to cold (<10¡C)",Highly fragrant ylang-ylang oil for perfume; attracts pollinators,0,Cananga odorata,0,0,1,0,0,0
Salvia hispanica,Fibrous,"Annual herb, erect up to 1.75m, square stems","Opposite, ovate to triangular, 4-8cm long, 3-5cm wide, toothed, aromatic",Purple/white flowers in whorls/spikes; short-day plant; mucilaginous seeds,Moderate drought; well-drained soils; USDA zones 9-12; frost-sensitive,Mucilaginous seed coating for water retention; omega-3 rich seeds; insect-repellent oils,0,Salvia hispanica,0,0,0,0,0,0
Amaranthus caudatus,Taproot,"Herbaceous annual, erect up to 2.5m, branched","Broad, simple, alternate, ovate to lanceolate, 5-15cm long",Long pendulous panicles up to 90cm; self-pollinating; thousands of small seeds per plant,Drought-tolerant; full sun; altitudes up to 3100m; pH 6-7; heat-tolerant,C4 photosynthesis for efficient water use; short-day; high altitude adaptation; edible leaves/seeds,0,Amaranthus caudatus,0,0,0,0,0,0
Amaranthus hypochondriacus,Taproot,"Vigorous upright annual, 40-200cm tall, sturdy stems","Simple, alternate, rhombic-ovate to lanceolate, 4-12cm long, 2-7cm wide, wavy margins",Dense catkin-like inflorescences; purplish-red/yellow-green flowers; dry fruits with 100s of seeds,Well-drained soils; full sun; USDA zones 3-10; moderate drought,Susceptible to aphids; adaptable to temperate regions; high protein seeds; ornamental tassels,0,Amaranthus hypochondriacus,0,0,0,0,0,0
Chenopodium quinoa,Taproot,"Annual, 1-2m tall, woody central stem, branched","Broad, powdery (farina), hairy, lobed, alternate, triangular, 4-10cm long",Panicles with small green/white flowers; mostly self-fertilizing; 2mm dark seeds,Saline/nutrient-poor soils; drought; -4¡C to 35¡C; high elevations to 4000m; alkaline tolerant,Bitter saponins deter herbivores/birds; betalains for UV protection; osmotic adjustment for salinity/drought,0,Chenopodium quinoa,0,0,0,0,0,0
Cocos nucifera,"Fibrous, shallow to deep","Tall tree, up to 50m, cylindrical trunk with smooth gray bark","Pinnate, feather-shaped, up to 6m long, glossy green, 200-300 leaflets",Monoecious; axillary inflorescences with male/female flowers; drupes with seeds (nuts),Drought-tolerant; salt-tolerant; flood-tolerant; 24-32¡C; coastal,Thick fibrous husk protects seeds; endosperm stores water/nutrients; copra oil for multiple uses,0,Cocos nucifera,0,0,1,0,0,0
Hevea brasiliensis,"Taproot with laterals, deep","Tall deciduous tree, up to 43m, cylindrical trunk, buttresses","Spiral compound with 3 leaflets, oval-lanceolate, shiny green, 10-20cm long",Dioecious in practice; flowers after 7 years in panicles; 3-lobed capsules with seeds,Moderate drought; frost-sensitive (<10¡C); wide pH (4.5-8); humid tropics,Latex production as defense against herbivores; rapid growth (up to 2m/year); wind-dispersed seeds,0,Hevea brasiliensis,0,0,0,0,0,0
Oryza sativa,"Fibrous, shallow","Annual herbaceous, erect up to 1.75m, hollow jointed culms","Linear-lanceolate, alternate, sheathing, 20-100cm long, 5-20mm wide",Spikelets in panicles; short-day; self-pollinating; caryopses (grains),Moderate drought (upland varieties); cold-sensitive; flooded paddies; 20-35¡C,C3 photosynthesis; aerenchyma for anaerobic conditions; semi-aquatic adaptations; high tillering,0,Rice,0,0,1,0,0,0
Areca catechu,"Fibrous, shallow","Slender unbranched palm tree, up to 20m, ringed trunk","Pinnate, 1.5-2m long, reduplicate, numerous crowded leaflets",Monoecious; branched inflorescences with male/female flowers; orange-red drupes,Moderate drought; humid tropics (25-30¡C); 1500-2500mm rain; shade-tolerant,Fruit alkaloids (arecoline) for stimulation; rapid growth; used in cultural practices,0,Areca catechu,0,0,1,0,0,0
Coffea arabica,"Fibrous, moderate depth","Shrub-like evergreen tree, up to 9m (pruned to 2-3m), upright","Opposite, ovate, glossy dark green, waxy, 10-15cm long","Hermaphroditic white fragrant flowers; red cherries with 2 seeds; self-fertile, cross-pollinated",Heat-tolerant (15-24¡C optimal); moderate drought; frost-sensitive; high altitudes (600-2000m),Caffeine as chemical defense; shade-tolerant; berries protect seeds,0,Coffee,0,0,1,0,0,0
Piper nigrum,"Fibrous, moderate","Climbing evergreen vine, up to 6m, woody at base","Heart-shaped to oval, glossy, alternate, 5-10cm long, aromatic",Spikes of small flowers; drupes ripen to black pepper; dioecious but often hermaphroditic,Moderate drought; heat-tolerant (25-30¡C); frost-sensitive; humid shade,Piperine chemical defenses; symbiotic mycorrhizae for nutrient uptake; climbing habit for support,0,Piper nigrum,0,0,1,0,0,0
Mangifera indica,"Taproot, deep (up to 6m)","Large evergreen tree, up to 30m, low broad canopy","Simple, lanceolate, leathery, aromatic, alternate, 15-35cm long",Panicles of small flowers; drupes with single large seed; insect-pollinated,Heat-tolerant; moderate drought; flood-sensitive; 24-30¡C; subtropical/tropical,Resinous bark/latex defense; deep roots for groundwater; fruit ethylene for ripening,0,Mango,1,0,0,0,0,0
Artocarpus heterophyllus,"Taproot, deep","Evergreen tree, 10-20m, straight trunk, dense crown","Large simple alternate, oblong-elliptic, glossy, 5-25cm long",Monoecious; multiple female flowers fuse into syncarp (jackfruit); wind/insect pollinated,Drought-tolerant once established; heat-tolerant; moderate flood; 25-35¡C,Milky latex in tissues for defense; composite fruit structure; edible seeds/fruit,0,Artocarpus heterophyllus,1,0,0,0,0,0
Manihot esculenta,Taproot with storage tubers,"Woody shrub/herbaceous perennial, up to 4m, branched","Alternate, palmately lobed (3-7 lobes), spirally arranged, 5-20cm long",Monoecious; flowers in panicles (male/female separate); explosive capsules with seeds,Drought-tolerant; heat-tolerant (25-30¡C); sensitive to waterlogging/frost,Cyanogenic glycosides deter herbivores; tubers store carbohydrates; vegetative propagation,1,Manihot esculenta,0,0,0,0,0,0
Musa spp.,"Fibrous, shallow (mat-forming)","Giant herbaceous perennial, pseudostem up to 9m, clumping","Large oblong, spiral, up to 3m long x 50cm wide, waxy",Monoecious; large inflorescence with male/female flowers; parthenocarpic fruit (bananas),Moderate drought; cold-sensitive (<15¡C); prefers humid tropics; wind damage prone,Rapid vegetative propagation via suckers; aerenchyma for flood tolerance; sterile hybrids common,0,Musa spp.,1,0,0,0,0,0
Solanum tuberosum,Rhizomatous with tubers (modified stems),"Herbaceous perennial grown as annual, erect/stemmy up to 1m","Compound, odd-pinnate, 15-30cm long, 5-9 leaflets",Flowers white/purple in racemes; tubers for asexual reproduction; true seeds rare,Moderate drought; frost-sensitive; cool climates (15-20¡C); various day lengths,Tubers store energy/starch; glycoalkaloids (solanine) as defense; indeterminate growth,1,Solanum tuberosum,0,0,0,0,0,0
Ipomoea batatas,"Fibrous, shallow","Trailing herbaceous vine, up to 5m long, twining","Heart-shaped to lobed, alternate, 5-15cm long, spirally arranged",Funnel-shaped flowers in clusters; capsules with seeds; often propagated vegetatively,Drought-tolerant; heat-tolerant; sandy well-drained soils; 20-30¡C,Storage roots (tubers) for survival; beta-carotene rich; vine covers ground to suppress weeds,1,Ipomoea batatas,0,0,0,0,0,0
Elettaria cardamomum,Rhizomatous,"Clumping herbaceous perennial, up to 4m, leafy stems","Linear-lanceolate, bright green, sheathing, 30-60cm long",Hermaphroditic flowers on spikes from ground; capsules with seeds; cross-pollinated,Shade-tolerant; high humidity; frost-sensitive; 20-35¡C; 1500-4000mm rain,Aromatic pods for spice; underground rhizomes for propagation; prefers forest understory,0,Elettaria cardamomum,0,0,1,0,0,0
Cinnamomum verum,"Fibrous, shallow","Small evergreen tree, up to 8m, single stem","Opposite, oblong-lanceolate, glossy green, 5-15cm long, aromatic",Small yellowish flowers in panicles; berry-like drupes with single seed,Moderate drought; tropical; sensitive to frost; well-drained soils,Bark quills for cinnamon; essential oils (cinnamaldehyde) antimicrobial; coppicing ability,0,Cinnamomum verum,0,0,0,0,0,0
Myristica fragrans,"Taproot, deep","Evergreen tree, up to 20m, pyramidal crown","Simple, alternate, oblong, dark green, leathery, 5-12cm long",Dioecious; bell-shaped flowers; orange aril-covered seeds (nutmeg/mace),Tropical rainforest; moderate drought; shade-tolerant; 20-30¡C,Aril (mace) attracts birds for dispersal; toxic compounds deter herbivores,0,Myristica fragrans,0,0,1,0,0,0
